Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
3/7/2014,7,March,2014,20,Youth (<25),F,Germany,Bayern,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",1,38,50,12,38,50,Low
6/17/2014,17,June,2014,47,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59,Low
5/9/2014,9,May,2014,42,Adults (35-64),F,Germany,Hessen,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10,122,92,214,High
3/1/2014,1,March,2014,18,Youth (<25),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35,Low
10/15/2013,15,October,2013,33,Young Adults (25-34),F,Australia,South Australia,Accessories,Cleaners,Bike Wash - Dissolver,22,3,8,78,66,144,Low
1/14/2012,14,January,2012,31,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,349,688,1037,High
3/11/2014,11,March,2014,30,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,474,299,773,High
1/24/2016,24,January,2016,36,Adults (35-64),F,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,LL Road Tire,16,8,21,164,128,292,High
5/2/2016,2,May,2016,43,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103,Low
3/17/2014,17,March,2014,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,17,8,22,234,136,370,High
2/5/2011,5,February,2011,27,Young Adults (25-34),M,France,Essonne,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1902,2504,4406,High
9/13/2012,13,September,2012,28,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",2,1083,1701,794,2166,2960,High
2/2/2014,2,February,2014,26,Young Adults (25-34),F,France,Val De Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,17,1050,1067,Low
5/15/2016,15,May,2016,33,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40,Low
10/20/2013,20,October,2013,31,Young Adults (25-34),M,France,Essonne,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,17,19,36,Low
6/6/2014,6,June,2014,39,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",26,9,24,378,234,612,High
4/11/2016,11,April,2016,61,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,11,5,16,Low
1/28/2016,28,January,2016,23,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,73,50,123,Low
5/3/2016,3,May,2016,44,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Low
12/12/2013,12,December,2013,20,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506,High
8/15/2011,15,August,2011,54,Adults (35-64),F,Germany,Nordrhein-westfalen,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,126,344,470,High
4/2/2014,2,April,2014,29,Young Adults (25-34),M,Germany,Hessen,Clothing,Socks,"Racing Socks, M",13,3,9,70,39,109,Low
5/21/2014,21,May,2014,48,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,490,299,789,High
9/3/2015,3,September,2015,44,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,281,169,450,High
1/16/2011,16,January,2011,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018,High
5/12/2012,12,May,2012,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",2,1083,1701,998,2166,3164,High
7/16/2013,16,July,2013,63,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,High
9/13/2015,13,September,2015,19,Youth (<25),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",5,26,70,213,130,343,High
3/10/2014,10,March,2014,24,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Low
11/25/2013,25,November,2013,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934,High
12/8/2013,8,December,2013,53,Adults (35-64),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, S",13,9,24,183,117,300,High
6/8/2014,8,June,2014,36,Adults (35-64),F,United Kingdom,England,Clothing,Socks,"Racing Socks, M",24,3,9,135,72,207,High
11/7/2013,7,November,2013,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,11,12,23,Low
7/7/2016,7,July,2016,34,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12,Low
10/16/2015,16,October,2015,30,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",16,9,24,232,144,376,High
6/13/2014,13,June,2014,36,Adults (35-64),F,Australia,Queensland,Clothing,Caps,AWC Logo Cap,28,7,9,16,196,212,Low
9/21/2015,21,September,2015,33,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,16,16,32,Low
12/7/2015,7,December,2015,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, L",22,9,24,325,198,523,High
1/5/2014,5,January,2014,50,Adults (35-64),F,United States,California,Clothing,Socks,"Racing Socks, M",26,3,9,151,78,229,High
10/24/2015,24,October,2015,46,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,24,24,48,Low
12/26/2015,26,December,2015,40,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,82,60,142,Low
10/21/2015,21,October,2015,21,Youth (<25),F,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,15,21,55,494,315,809,High
6/6/2016,6,June,2016,34,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,596,364,960,High
3/17/2014,17,March,2014,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,65,39,104,Low
4/4/2014,4,April,2014,51,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,28,8,21,340,224,564,High
9/17/2015,17,September,2015,34,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,46,32,78,Low
9/27/2015,27,September,2015,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,23,8,21,280,184,464,High
6/11/2014,11,June,2014,33,Young Adults (25-34),F,Australia,South Australia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,12,21,55,289,252,541,High
6/6/2016,6,June,2016,40,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,942,2171,3113,High
7/23/2013,23,July,2013,26,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,29,13,35,618,377,995,High
8/2/2013,2,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,9,6,15,Low
5/10/2014,10,May,2014,30,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,11,7,9,21,77,98,Low
4/28/2014,28,April,2014,37,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191,High
8/10/2013,10,August,2013,48,Adults (35-64),M,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12,Low
9/28/2013,28,September,2013,56,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,99,51,150,Low
4/5/2014,5,April,2014,34,Young Adults (25-34),M,France,Seine (paris),Accessories,Tires and Tubes,Road Tire Tube,29,1,4,66,29,95,Low
1/29/2016,29,January,2016,23,Youth (<25),M,France,Pas De Calais,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,467,840,1307,High
10/24/2013,24,October,2013,36,Adults (35-64),M,Germany,Bayern,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,56,19,75,Low
4/22/2015,22,April,2015,28,Young Adults (25-34),M,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,906,2171,3077,High
3/2/2014,2,March,2014,55,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565,246,308,554,High
3/31/2013,31,March,2013,35,Adults (35-64),M,France,Seine (paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,High
2/24/2014,24,February,2014,31,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,544,1266,1810,High
2/24/2013,24,February,2013,27,Young Adults (25-34),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,High
7/6/2014,6,July,2014,39,Adults (35-64),M,Germany,Bayern,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74,Low
10/11/2013,11,October,2013,29,Young Adults (25-34),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158,High
2/11/2016,11,February,2016,30,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,140,104,244,High
9/27/2015,27,September,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Hydration Packs,Hydration Pack - 70 oz.,7,21,55,188,147,335,High
8/1/2015,1,August,2015,39,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,19,20,39,Low
9/23/2015,23,September,2015,31,Young Adults (25-34),F,Germany,Nordrhein-westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,384,286,670,High
6/8/2014,8,June,2014,56,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,476,286,762,High
6/24/2016,24,June,2016,42,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166,Low
9/24/2015,24,September,2015,29,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,29,30,59,Low
3/29/2014,29,March,2014,21,Youth (<25),F,France,Somme,Accessories,Tires and Tubes,Road Tire Tube,21,1,4,48,21,69,Low
8/8/2013,8,August,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5,28,24,52,Low
10/15/2013,15,October,2013,22,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,53,38,91,Low
6/14/2016,14,June,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,12,10,22,Low
12/7/2015,7,December,2015,34,Young Adults (25-34),M,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,11,8,22,144,88,232,High
3/7/2016,7,March,2016,35,Adults (35-64),M,France,Hauts De Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,9,10,19,Low
3/8/2014,8,March,2014,41,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,13,10,23,Low
10/2/2015,2,October,2015,42,Adults (35-64),M,Germany,Hamburg,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",10,38,50,85,380,465,Low
9/22/2015,22,September,2015,34,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,77,344,421,Low
8/24/2013,24,August,2013,27,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,153,104,257,High
6/21/2014,21,June,2014,43,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",25,9,24,363,225,588,High
11/2/2015,2,November,2015,41,Adults (35-64),F,Germany,Nordrhein-westfalen,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384,592,1482,2074,High
8/6/2015,6,August,2015,55,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,412,260,672,High
5/23/2014,23,May,2014,36,Adults (35-64),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336,High
2/27/2016,27,February,2016,24,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Low
4/19/2016,19,April,2016,26,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103,Low
3/14/2014,14,March,2014,21,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,78,56,134,Low
6/19/2011,19,June,2011,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,2671,4342,7013,High
3/24/2014,24,March,2014,61,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,27,13,35,443,351,794,High
6/26/2014,26,June,2014,34,Young Adults (25-34),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Silver, 42",1,1912,3400,740,1912,2652,High
5/12/2016,12,May,2016,30,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,61,64,125,Low
1/28/2016,28,January,2016,63,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,73,52,125,Low
12/20/2013,20,December,2013,30,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,61,52,113,Low
4/10/2014,10,April,2014,24,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Low
2/23/2016,23,February,2016,30,Young Adults (25-34),M,Australia,Victoria,Accessories,Cleaners,Bike Wash - Dissolver,23,3,8,76,69,145,Low
2/13/2014,13,February,2014,50,Adults (35-64),F,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,19,7,9,26,133,159,Low
3/13/2016,13,March,2016,26,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Low
8/26/2015,26,August,2015,45,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,6,10,16,Low
6/28/2014,28,June,2014,26,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,228,713,941,High
4/25/2016,25,April,2016,32,Young Adults (25-34),M,France,Loiret,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,54,39,93,Low
12/4/2015,4,December,2015,33,Young Adults (25-34),M,France,Seine (paris),Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,205,713,918,High
2/28/2014,28,February,2014,40,Adults (35-64),F,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,9,12,21,Low
11/19/2015,19,November,2015,40,Adults (35-64),M,Germany,Saarland,Accessories,Fenders,Fender Set - Mountain,6,8,22,60,48,108,Low
9/18/2015,18,September,2015,25,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Low
9/22/2013,22,September,2013,24,Youth (<25),M,United States,Utah,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,4,7,11,Low
12/10/2013,10,December,2013,31,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384,854,1482,2336,High
12/11/2015,11,December,2015,46,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,10,12,33,197,120,317,High
8/3/2015,3,August,2015,39,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,1700,3798,5498,High
4/15/2014,15,April,2014,41,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,4,6,10,Low
10/24/2013,24,October,2013,37,Adults (35-64),M,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, S",27,9,24,301,243,544,High
8/1/2013,1,August,2013,28,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,20,3,9,116,60,176,High
7/3/2016,3,July,2016,24,Youth (<25),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,65,39,104,Low
5/14/2014,14,May,2014,39,Adults (35-64),F,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,158,344,502,High
12/1/2013,1,December,2013,45,Adults (35-64),F,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Blue, 62",1,461,742,125,461,586,High
12/24/2012,24,December,2012,34,Young Adults (25-34),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2,1252,2295,1994,2504,4498,High
8/20/2011,20,August,2011,46,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,126,344,470,High
9/10/2013,10,September,2013,40,Adults (35-64),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,18,28,46,Low
4/20/2016,20,April,2016,48,Adults (35-64),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,6,21,55,201,126,327,High
12/1/2015,1,December,2015,33,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,7,7,14,Low
9/14/2015,14,September,2015,32,Young Adults (25-34),M,Germany,Hessen,Accessories,Tires and Tubes,Touring Tire,22,11,29,351,242,593,High
11/18/2015,18,November,2015,48,Adults (35-64),M,France,Yveline,Clothing,Caps,AWC Logo Cap,19,7,9,-3,133,130,Low
4/28/2014,28,April,2014,34,Young Adults (25-34),M,Germany,Brandenburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,74,50,124,Low
2/9/2014,9,February,2014,34,Young Adults (25-34),F,France,Loir Et Cher,Clothing,Caps,AWC Logo Cap,19,7,9,19,133,152,Low
12/6/2015,6,December,2015,26,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191,High
8/30/2015,30,August,2015,36,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,10,3,8,32,30,62,Low
6/10/2016,10,June,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,40,34,74,Low
1/20/2014,20,January,2014,43,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,73,52,125,Low
5/15/2016,15,May,2016,23,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,53,27,80,Low
8/1/2013,1,August,2013,23,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127,Low
2/19/2014,19,February,2014,29,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,38,40,78,Low
5/19/2016,19,May,2016,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,20,22,42,Low
7/14/2016,14,July,2016,49,Adults (35-64),M,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,908,765,1673,High
4/19/2014,19,April,2014,41,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,12,11,30,214,132,346,High
1/7/2016,7,January,2016,37,Adults (35-64),M,France,Garonne (haute),Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,516,1083,1599,High
11/2/2015,2,November,2015,43,Adults (35-64),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272,High
6/7/2016,7,June,2016,35,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88,Low
4/19/2016,19,April,2016,51,Adults (35-64),F,Germany,Nordrhein-westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,High
1/8/2016,8,January,2016,52,Adults (35-64),F,United States,California,Clothing,Socks,"Racing Socks, L",3,3,9,17,9,26,Low
5/13/2014,13,May,2014,46,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,8,12,33,157,96,253,High
